PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Cunha-Lignon, M; Kampel, M; Menghini, RP; Schaeffer-Novelli, Y; Cintron, G; Dahdouh-Guebas, F				Cunha-Lignon, M.; Kampel, M.; Menghini, R. P.; Schaeffer-Novelli, Y.; Cintron, G.; Dahdouh-Guebas, F.			Mangrove Forests Submitted to Depositional Processes and Salinity Variation Investigated using satellite images and vegetation structure surveys	JOURNAL OF COASTAL RESEARCH					11th International Coastal Symposium (ICS)	MAY 09-13, 2011	Szczecin, POLAND	Univ Szczecin, Inst Marine & Coastal Sci, Coastal Educ & Res Fdn, Univ Szczecinski (US), Cztowiek Nauka Srodowisko (CNS), ZMGM, Reg Dyrekcja Ochrony Srodowiska, Esri, Springer, Lotos, GA2 Syst, World Sci, Helmholtz-Zentrum Geesthacht, Nfosigm, Urzad Marszalkowski Wojewodztwa Zachodniopomorskiego, Wojewodzki Fundusz Ochrony Srodowiska I Gospodarki Wodnej W Gdansku								Cunha Lignon, Marilia/B-8953-2012													0749-0208	1551-5036					2011			1		64		344	348										WOS:000302824900071						
J	Winter, C				Winter, C.			Macro scale morphodynamics of the German North Sea coast	JOURNAL OF COASTAL RESEARCH					11th International Coastal Symposium (ICS)	MAY 09-13, 2011	Szczecin, POLAND	Univ Szczecin, Inst Marine & Coastal Sci, Coastal Educ & Res Fdn, Univ Szczecinski (US), Cztowiek Nauka Srodowisko (CNS), ZMGM, Reg Dyrekcja Ochrony Srodowiska, Esri, Springer, Lotos, GA2 Syst, World Sci, Helmholtz-Zentrum Geesthacht, Nfosigm, Urzad Marszalkowski Wojewodztwa Zachodniopomorskiego, Wojewodzki Fundusz Ochrony Srodowiska I Gospodarki Wodnej W Gdansku									Winter, Christian/0000-0002-8043-2131												0749-0208						2011			1		64		706	710										WOS:000302824900144						
J	Espindola, F; Yanez, E; Barbieri, MA				Espindola, Fernando; Yanez, Eleuterio; Angela Barbieri, Maria			El Nino Southern Oscillation and spatial-temporal variability of the nominal performances of swordfish (Xiphias gladius) in the southeastern Pacific	REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA																Barbieri, Marco/J-2597-2014													0717-3326						2011	46	2					231	242		10.4067/S0718-19572011000200012								WOS:000294420600012						
J	Kurucu, Y; Altinbas, U; Uysal, H; Bolca, M; Esetlili, MT; Ozen, F; Yonter, G; Ozden, N; Yolcu, G; Karakurt, H; Altun, N				Kurucu, Y.; Altinbas, U.; Uysal, H.; Bolca, M.; Esetlili, M. T.; Ozen, F.; Yonter, G.; Ozden, N.; Yolcu, G.; Karakurt, H.; Altun, N.			CREATING POTENTIAL EROSION RISK MAP OF THE KARABURUN PENINSULA BY GEOGRAPHICAL INFORMATION SYSTEM AND REMOTE SENSING TECHNIQUE	JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY																Esetlili, Mustafa Tolga/E-8459-2010	Esetlili, Mustafa Tolga/0000-0002-8095-4247												1311-5065						2011	12	2					488	501										WOS:000294036900011						
J	Kamthonkiat, D; Rodfai, C; Saiwanrungkul, A; Koshimura, S; Matsuoka, M				Kamthonkiat, D.; Rodfai, C.; Saiwanrungkul, A.; Koshimura, S.; Matsuoka, M.			Geoinformatics in mangrove monitoring: damage and recovery after the 2004 Indian Ocean tsunami in Phang Nga, Thailand	NATURAL HAZARDS AND EARTH SYSTEM SCIENCES																Matsuoka, Masashi/D-9882-2017; Koshimura, Shunichi/H-1136-2012	Matsuoka, Masashi/0000-0003-3061-5754; Koshimura, Shunichi/0000-0002-8352-0639												1561-8633						2011	11	7					1851	1862		10.5194/nhess-11-1851-2011								WOS:000293266300005						
J	Liu, FF; Chen, CQ; Tang, SL; Liu, DZ				Liu, Fen-Fen; Chen, Chu-Qun; Tang, Shi-Lin; Liu, Da-Zhao			Retrieval of chlorophyll a concentration from a fluorescence enveloped area using hyperspectral data	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161						2011	32	13					3611	3623		10.1080/01431161003762348								WOS:000293228000004						
J	D'sa, EJ; Korobkin, M; Ko, DS				D'sa, Eurico J.; Korobkin, Mitsuko; Ko, Dong S.			Effects of Hurricane Ike on the Louisiana-Texas coast from satellite and model data	REMOTE SENSING LETTERS																Liu, Cheng-Chien/E-4859-2011													2150-704X						2011	2	1					11	19		10.1080/01431161.2010.489057								WOS:000292872700002						
J	Zhang, Y				Zhang, Yang			Environmental monitoring of spatial-temporal changes using remote sensing and GIS techniques in the Abandoned Yellow River Delta coast, China	INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION																													0957-4352	1741-5101					2011	45	4					327	341										WOS:000292422900003						
J	Kluser, L; Martynenko, D; Holzer-Popp, T				Klueser, L.; Martynenko, D.; Holzer-Popp, T.			Thermal infrared remote sensing of mineral dust over land and ocean: a spectral SVD based retrieval approach for IASI	ATMOSPHERIC MEASUREMENT TECHNIQUES																													1867-1381	1867-8548					2011	4	5					757	773		10.5194/amt-4-757-2011								WOS:000291090800001						
J	Jayanthi, M				Jayanthi, M.			Monitoring brackishwater aquaculture development using multi-spectral satellite data and GIS - a case study near Pichavaram mangroves south-east coast of India	INDIAN JOURNAL OF FISHERIES																													0970-6011					JAN-MAR	2011	58	1					85	90										WOS:000290290100014						
J	Sarangi, RK				Sarangi, R. K.			Remote Sensing of Chlorophyll and Sea Surface Temperature in Indian Water with Impact of 2004 Sumatra Tsunami	MARINE GEODESY																													0149-0419						2011	34	2					152	166	PII 937663504	10.1080/01490419.2011.571561								WOS:000290668300005						
J	Yang, DT; Huang, DJ				Yang Dingtian; Huang Daojian			Impacts of Typhoons Tianying and Dawei on seagrass distribution in Xincun Bay, Hainan Province, China	ACTA OCEANOLOGICA SINICA																													0253-505X					JAN	2011	30	1					32	39		10.1007/s13131-011-0088-5								WOS:000289699600005						
J	Debaje, S; Jeyakumar, SJ; Rajendran, M				Debaje, Sheshrao; Jeyakumar, S. Johnson; Rajendran, M.			Unusual diurnal variation in surface ozone observed after the 26 December 2004 tsunami over the rural site of Bay of Bengal, India	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161	1366-5901					2011	32	4					951	971		10.1080/01431160903493806								WOS:000288065100004						
J	Preethi, B; Revadekar, JV; Munot, AA				Preethi, B.; Revadekar, J. V.; Munot, A. A.			Extremes in summer monsoon precipitation over India during 2001-2009 using CPC high-resolution data	INTERNATIONAL JOURNAL OF REMOTE SENSING																	Revadekar, Jayashree/0000-0003-3766-2342												0143-1161	1366-5901					2011	32	3					717	735	PII 934128461	10.1080/01431161.2010.517795								WOS:000287740600009						
J	Zhang, CY; Hong, HS; Ru, CM; Shang, SL				Zhang Caiyun; Hong Huasheng; Ru Chuanmin; Shang Shaoling			Evolution of a coastal upwelling event during summer 2004 in the southern Taiwan Strait	ACTA OCEANOLOGICA SINICA																HUANG, Shuiying/C-3117-2014; Shang, SL/G-3405-2010; Hong, HS/G-3347-2010													0253-505X					JAN	2011	30	1					1	6		10.1007/s13131-011-0084-9								WOS:000289699600001						
J	Latha, PS; Rao, KN				Latha, P. Swarna; Rao, K. Nageswara			Use of geo-spatial information and technologies for analyzing morphological changes in the Greater Visakhapatnam coastal region, east coast of India	GEOCARTO INTERNATIONAL																	rao, nageswara/0000-0001-5963-097X; Pisupati, Dr. Swarna Latha/0000-0002-0811-2520												1010-6049						2011	26	5					391	411		10.1080/10106049.2011.586733								WOS:000208631500005						
J	Zinnert, JC; Shiflett, SA; Vick, JK; Young, DR				Zinnert, Julie C.; Shiflett, Sheri A.; Vick, Jaclyn K.; Young, Donald R.			Woody vegetative cover dynamics in response to recent climate change on an Atlantic coast barrier island: a remote sensing approach	GEOCARTO INTERNATIONAL																													1010-6049						2011	26	8			SI		595	612		10.1080/10106049.2011.621031								WOS:000208631900002						
J	Thomas, JP; Fisher, GB; Chandler, LA; Angeli, KM; Wheeler, DJ; Glover, RP; Schenck-Gardner, EJ; Wiles, SE; Lindley, CF; Peccini, MB				Thomas, James P.; Fisher, Gary B.; Chandler, Lisbeth A.; Angeli, Kim M.; Wheeler, Douglas J.; Glover, Robert P.; Schenck-Gardner, Elizabeth J.; Wiles, Steve E.; Lindley, Carolyn F.; Peccini, Michael B.			Using remote sensing and imagery exploitation to monitor the dynamics of East Timbalier Island, LA: 2000-2010	GEOCARTO INTERNATIONAL																													1010-6049						2011	26	8			SI		613	632		10.1080/10106049.2011.623791								WOS:000208631900003						
J	Yang, XF; Li, XF; Zheng, QA; Gu, XF; Pichel, WG; Li, ZW				Yang, Xiaofeng; Li, Xiaofeng; Zheng, Quanan; Gu, Xingfa; Pichel, William G.; Li, Ziwei			Comparison of Ocean-Surface Winds Retrieved From QuikSCAT Scatterometer and Radarsat-1 SAR in Offshore Waters of the U.S. West Coast	IEEE GEOSCIENCE AND REMOTE SENSING LETTERS																yang, xiaofeng/K-5245-2015; Li, Xiaofeng/B-6524-2008; Pichel, William/F-5619-2010	yang, xiaofeng/0000-0001-9920-4641; Li, Xiaofeng/0000-0001-7038-5119; Pichel, William/0000-0001-6332-0149												1545-598X					JAN	2011	8	1					163	167		10.1109/LGRS.2010.2053345								WOS:000285844000034						
J	Satyanarayana, B; Mohamad, KA; Idris, IF; Husain, ML; Dahdouh-Guebas, F				Satyanarayana, Behara; Mohamad, Khairul Azwan; Idris, Indra Farid; Husain, Mohd-Lokman; Dahdouh-Guebas, Farid			Assessment of mangrove vegetation based on remote sensing and ground-truth measurements at Tumpat, Kelantan Delta, East Coast of Peninsular Malaysia	INTERNATIONAL JOURNAL OF REMOTE SENSING																Dahdouh-Guebas, Farid/B-9154-2008													0143-1161						2011	32	6					1635	1650		10.1080/01431160903586781								WOS:000288782500008						
J	Rao, G; Lin, AM				Rao, Gang; Lin, Aiming			Distribution of inundation by the great tsunami of the 2011 M-w 9.0 earthquake off the Pacific coast of Tohoku (Japan), as revealed by ALOS imagery data	INTERNATIONAL JOURNAL OF REMOTE SENSING																Rao, Gang/I-7402-2013; Rao, Gang/A-2181-2017	Rao, Gang/0000-0003-3094-0311; Rao, Gang/0000-0003-3094-0311												0143-1161						2011	32	22					7073	7086		10.1080/01431161.2011.613415								WOS:000298372800009						
J	Ohde, T; Mohrholz, V				Ohde, Thomas; Mohrholz, Volker			Interannual variability of sulphur plumes off the Namibian coast	INTERNATIONAL JOURNAL OF REMOTE SENSING																Ohde, Thomas/J-4926-2015	Ohde, Thomas/0000-0001-8117-814X; Mohrholz, Volker/0000-0003-0778-9182												0143-1161						2011	32	24					9327	9342		10.1080/01431161.2011.554455								WOS:000298376000024						
J	Kayhko, N; Fagerholm, N; Asseid, BS; Mzee, AJ				Kayhko, Niina; Fagerholm, Nora; Asseid, Bakari S.; Mzee, Abbas J.			Dynamic land use and land cover changes and their effect on forest resources in a coastal village of Matemwe, Zanzibar, Tanzania	LAND USE POLICY																Fagerholm, Nora/B-4082-2018; Fagerholm, Nora/A-6164-2015	Fagerholm, Nora/0000-0001-5020-0746; 												0264-8377					JAN	2011	28	1					26	37		10.1016/j.landusepol.2010.04.006								WOS:000283210100006						
J	Lathlean, JA; Ayre, DJ; Minchinton, TE				Lathlean, Justin A.; Ayre, David J.; Minchinton, Todd E.			Rocky intertidal temperature variability along the southeast coast of Australia: comparing data from in situ loggers, satellite-derived SST and terrestrial weather stations	MARINE ECOLOGY PROGRESS SERIES																Lathlean, Justin/H-1407-2012; Ayre, David/A-8761-2008	Ayre, David/0000-0002-3124-4417; Lathlean, Justin/0000-0003-3399-5393												0171-8630						2011	439						83	U122		10.3354/meps09317								WOS:000296068200007						
J	Coppini, G; De Dominicis, M; Zodiatis, G; Lardner, R; Pinardi, N; Santoleri, R; Colella, S; Bignami, F; Hayes, DR; Soloviev, D; Georgiou, G; Kallos, G				Coppini, Giovanni; De Dominicis, Michela; Zodiatis, George; Lardner, Robin; Pinardi, Nadia; Santoleri, Rosalia; Colella, Simone; Bignami, Francesco; Hayes, Daniel R.; Soloviev, Dmitry; Georgiou, Georgios; Kallos, George			Hindcast of oil-spill pollution during the Lebanon crisis in the Eastern Mediterranean, July-August 2006	MARINE POLLUTION BULLETIN																Zodiatis, George/J-3032-2013; surname, name/A-2183-2010	Pinardi, Nadia/0000-0003-4765-0775; BIGNAMI, FRANCESCO/0000-0003-1997-1811; COLELLA, SIMONE/0000-0002-7727-7353; SANTOLERI, ROSALIA/0000-0002-2900-5054												0025-326X	1879-3363				JAN	2011	62	1					140	153		10.1016/j.marpolbul.2010.08.021								WOS:000287548000028	20880556					
J	Ozkan, C; Ozturk, C; Sunar, F; Karaboga, D				Ozkan, Coskun; Ozturk, Celal; Sunar, Filiz; Karaboga, Dervis			THE ARTIFICIAL BEE COLONY ALGORITHM IN TRAINING ARTIFICIAL NEURAL NETWORK FOR OIL SPILL DETECTION	NEURAL NETWORK WORLD																Ozturk, Celal/A-8961-2012													1210-0552						2011	21	6					473	492		10.14311/NNW.2011.21.028								WOS:000299355800001						
J	Fraser, AD; Massom, RA; Michael, KJ				Fraser, Alexander D.; Massom, Robert A.; Michael, Kelvin J.			Generation of high-resolution East Antarctic landfast sea-ice maps from cloud-free MODIS satellite composite imagery	REMOTE SENSING OF ENVIRONMENT																Michael, Kelvin/J-7217-2014	Michael, Kelvin/0000-0002-5427-7393; Fraser, Alexander/0000-0003-1924-0015												0034-4257	1879-0704				DEC 15	2010	114	12					2888	2896		10.1016/j.rse.2010.07.006								WOS:000283400100006						
J	Bradley, ES; Toomey, MP; Still, CJ; Roberts, DA				Bradley, Eliza S.; Toomey, Michael P.; Still, Christopher J.; Roberts, Dar A.			Multi-Scale Sensor Fusion With an Online Application: Integrating GOES, MODIS, and Webcam Imagery for Environmental Monitoring	IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING																													1939-1404	2151-1535				DEC	2010	3	4	1				497	506		10.1109/JSTARS.2010.2048419								WOS:000285358700011						
J	Durden, SL				Durden, Stephen L.			Remote Sensing and Modeling of Cyclone Monica near Peak Intensity	ATMOSPHERE																													2073-4433					DEC	2010	1	1					15	33		10.3390/atmos1010015								WOS:000208732000003						
J	Schreurs, G; Giese, J; Berger, A; Gnos, E				Schreurs, Guido; Giese, Jorg; Berger, Alfons; Gnos, Edwin			A new perspective on the significance of the Ranotsara shear zone in Madagascar	INTERNATIONAL JOURNAL OF EARTH SCIENCES																Berger, Alfons/E-5775-2012; Berger, Alfons/H-2081-2016; Schreurs, Guido/A-7532-2012	Berger, Alfons/0000-0002-5678-2713; Schreurs, Guido/0000-0002-4544-7514												1437-3254	1437-3262				DEC	2010	99	8					1827	1847		10.1007/s00531-009-0490-9								WOS:000285070100010						
J	Sepulveda, SA; Serey, A; Lara, M; Pavez, A; Rebolledo, S				Sepulveda, Sergio A.; Serey, Alejandra; Lara, Marisol; Pavez, Andres; Rebolledo, Sofia			Landslides induced by the April 2007 Ays,n Fjord earthquake, Chilean Patagonia	LANDSLIDES																Sepulveda, Sergio/A-9825-2008; Rebolledo, Sofia/H-7037-2013	Sepulveda, Sergio/0000-0001-6943-362X; Rebolledo, Sofia/0000-0002-8354-4139												1612-510X					DEC	2010	7	4					483	492		10.1007/s10346-010-0203-2								WOS:000284329800009						
J	Satapathy, DR; Vijay, R; Kamble, SR; Sohony, RA				Satapathy, Deepty Ranjan; Vijay, Ritesh; Kamble, Swapnil R.; Sohony, Rajiv A.			Remote Sensing of Turbidity and Phosphate in Creeks and Coast of Mumbai: An Effect of Organic Matter	TRANSACTIONS IN GIS																													1361-1682					DEC	2010	14	6					811	832		10.1111/j.1467-9671.2010.01234.x								WOS:000292197300006						
J	Altamirano, JP; Primavera, JH; Banaticla, MRN; Kurokura, H				Altamirano, Jon P.; Primavera, Jurgenne H.; Banaticla, Ma. Regina N.; Kurokura, Hisashi			Practical techniques for mapping small patches of mangroves	WETLANDS ECOLOGY AND MANAGEMENT																	Altamirano, Jon/0000-0003-0524-6619												0923-4861					DEC	2010	18	6					707	715		10.1007/s11273-010-9190-2								WOS:000284643600007						
J	Pan, XJ; Mannino, A; Russ, ME; Hooker, SB; Harding, LW				Pan, Xiaoju; Mannino, Antonio; Russ, Mary E.; Hooker, Stanford B.; Harding, Lawrence W., Jr.			Remote sensing of phytoplankton pigment distribution in the United States northeast coast	REMOTE SENSING OF ENVIRONMENT																Hooker, Stanford/E-2162-2012; Mannino, Antonio/I-3633-2014													0034-4257	1879-0704				NOV 15	2010	114	11					2403	2416		10.1016/j.rse.2010.05.015								WOS:000282242000002						
J	Lichter, M; Zviely, D; Klein, M				Lichter, Michal; Zviely, Dov; Klein, Micha			Morphological patterns of southeastern Mediterranean river mouths: The topographic setting of the beach as a forcing factor	GEOMORPHOLOGY																													0169-555X					NOV 1	2010	123	1-2					1	12		10.1016/j.geomorph.2010.05.007								WOS:000282732600001						
J	Almeyda, AM; Broadbent, EN; Wyman, MS; Durham, WH				Almeyda, Angelica M.; Broadbent, Eben N.; Wyman, Miriam S.; Durham, William H.			Ecotourism Impacts in the Nicoya Peninsula, Costa Rica	INTERNATIONAL JOURNAL OF TOURISM RESEARCH																Almeyda Zambrano, Angelica/Q-4758-2017	Almeyda Zambrano, Angelica/0000-0001-5081-9936; Broadbent, Eben/0000-0002-4488-4237												1099-2340					NOV-DEC	2010	12	6					803	819		10.1002/jtr.797								WOS:000284216100012						
J	Roarty, H; Glenn, S; Kohut, J; Gong, DL; Handel, E; Rivera, E; Garner, T; Atkinson, L; Brown, W; Jakubiak, C; Muglia, M; Haines, S; Seim, H				Roarty, Hugh; Glenn, Scott; Kohut, Josh; Gong, Donglai; Handel, Ethan; Rivera, Erick; Garner, Teresa; Atkinson, Larry; Brown, Wendell; Jakubiak, Chris; Muglia, Mike; Haines, Sara; Seim, Harvey			Operation and Application of a Regional High-Frequency Radar Network in the Mid-Atlantic Bight	MARINE TECHNOLOGY SOCIETY JOURNAL																	Gong, Donglai/0000-0002-1697-1739												0025-3324					NOV-DEC	2010	44	6					133	145		10.4031/MTSJ.44.6.5								WOS:000286649500018						
J	Berkson, JM; Allen, AA; Murphy, DL; Boda, KJ				Berkson, Jonathan M.; Allen, Arthur A.; Murphy, Donald L.; Boda, Kenneth J.			Integrated Ocean Observing System (IOOS (R)) Supports Marine Operations: A Look from the US Coast Guard	MARINE TECHNOLOGY SOCIETY JOURNAL																													0025-3324					NOV-DEC	2010	44	6					156	165		10.4031/MTSJ.44.6.22								WOS:000286649500020						
J	Kurt, S; Karaburun, A; Demirci, A				Kurt, Sumeyra; Karaburun, Ahmet; Demirci, Ali			Coastline changes in Istanbul between 1987 and 2007	SCIENTIFIC RESEARCH AND ESSAYS																													1992-2248					OCT 4	2010	5	19					3009	3017										WOS:000284279800020						
J	Ambinakudige, S; Khanal, S				Ambinakudige, Shrinidhi; Khanal, Sami			Assessment of Impacts of Hurricane Katrina on Net Primary Productivity in Mississippi	EARTH INTERACTIONS																	Ambinakudige, Shrinidhi/0000-0003-0053-3803												1087-3562					OCT	2010	14								14	10.1175/2010EI292.1								WOS:000285720000001						
J	Caputo, R; Catalano, S; Monaco, C; Romagnoli, G; Tortorici, G; Tortorici, L				Caputo, Riccardo; Catalano, Stefano; Monaco, Carmelo; Romagnoli, Gino; Tortorici, Giuseppe; Tortorici, Luigi			Active faulting on the island of Crete (Greece)	GEOPHYSICAL JOURNAL INTERNATIONAL																Caputo, Riccardo/I-5558-2014; Romagnoli, Gino/J-4606-2017	Caputo, Riccardo/0000-0002-8884-8991; Romagnoli, Gino/0000-0002-0993-9546; TORTORICI, Giuseppe/0000-0002-7763-1025; CATALANO, Stefano/0000-0002-7400-857X												0956-540X					OCT	2010	183	1					111	126		10.1111/j.1365-246X.2010.04749.x								WOS:000281902600010						
J	Siemes, K; Snellen, M; Amiri-Simkooei, AR; Simons, DG; Hermand, JP				Siemes, Kerstin; Snellen, Mirjam; Amiri-Simkooei, Ali R.; Simons, Dick G.; Hermand, Jean-Pierre			Predicting Spatial Variability of Sediment Properties From Hydrographic Data for Geoacoustic Inversion	IEEE JOURNAL OF OCEANIC ENGINEERING																Amiri-Simkooei, Alireza/G-7604-2016	Amiri-Simkooei, Alireza/0000-0002-2952-0160												0364-9059					OCT	2010	35	4					766	778		10.1109/JOE.2010.2066711								WOS:000284851100010						
J	Fontana, C; Grenz, C; Pinazo, C				Fontana, Clement; Grenz, Christian; Pinazo, Christel			Sequential assimilation of a year-long time-series of SeaWiFS chlorophyll data into a 3D biogeochemical model on the French Mediterranean coast	CONTINENTAL SHELF RESEARCH																Pinazo, Christel/G-2746-2010; GRENZ, Christian/I-7830-2012; GRENZ, Christian/F-7586-2011	GRENZ, Christian/0000-0002-6922-9124												0278-4343					SEP 30	2010	30	16					1761	1771		10.1016/j.csr.2010.08.003								WOS:000283205300006						
J	Davis, S; Hlavka, D; Jensen, E; Rosenlof, K; Yang, QO; Schmidt, S; Borrmann, S; Frey, W; Lawson, P; Voemel, H; Bui, TP				Davis, Sean; Hlavka, Dennis; Jensen, Eric; Rosenlof, Karen; Yang, Qiong; Schmidt, Sebastian; Borrmann, Stephan; Frey, Wiebke; Lawson, Paul; Voemel, Holger; Bui, T. P.			In situ and lidar observations of tropopause subvisible cirrus clouds during TC4	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Frey, Wiebke/G-2058-2014; SCHMIDT, KONRAD SEBASTIAN/C-1258-2013; Rosenlof, Karen/B-5652-2008; Borrmann, Stephan/E-3868-2010; Davis, Sean/C-9570-2011; Manager, CSD Publications/B-2789-2015	Frey, Wiebke/0000-0003-4282-1264; SCHMIDT, KONRAD SEBASTIAN/0000-0003-3899-228X; Rosenlof, Karen/0000-0002-0903-8270; Davis, Sean/0000-0001-9276-6158; Hlavka, Dennis/0000-0002-2976-7243												2169-897X					SEP 10	2010	115								D00J17	10.1029/2009JD013093								WOS:000281755600002						
J	Petropavlovskikh, I; Ray, E; Davis, SM; Rosenlof, K; Manney, G; Shetter, R; Hall, SR; Ullmann, K; Pfister, L; Hair, J; Fenn, M; Avery, M; Thompson, AM				Petropavlovskikh, I.; Ray, E.; Davis, S. M.; Rosenlof, K.; Manney, G.; Shetter, R.; Hall, S. R.; Ullmann, K.; Pfister, L.; Hair, J.; Fenn, M.; Avery, M.; Thompson, A. M.			Low-ozone bubbles observed in the tropical tropopause layer during the TC4 campaign in 2007	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Ray, Eric/D-5941-2013; Davis, Sean/C-9570-2011; Manager, CSD Publications/B-2789-2015; Thompson, Anne /C-3649-2014; Rosenlof, Karen/B-5652-2008	Ray, Eric/0000-0001-8727-9849; Davis, Sean/0000-0001-9276-6158; Thompson, Anne /0000-0002-7829-0920; Rosenlof, Karen/0000-0002-0903-8270												2169-897X					SEP 10	2010	115								D00J16	10.1029/2009JD012804								WOS:000281755600001						
J	Singh, RP; Chaturvedi, P				Singh, Ramesh P.; Chaturvedi, Prashant			Comparison of chlorophyll concentration in the Bay of Bengal and the Arabian Sea using IRS-P4 OCM and MODIS Aqua	INDIAN JOURNAL OF MARINE SCIENCES																Singh, Ramesh/G-7240-2012													0379-5136					SEP	2010	39	3					334	340										WOS:000286293200003						
J	Ceyhun, O; Yalcin, A				Ceyhun, Oezcelik; Yalcin, Arisoy			Remote sensing of water depths in shallow waters via artificial neural networks	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714					SEP 1	2010	89	1					89	96		10.1016/j.ecss.2010.05.015								WOS:000280750200009						
J	Kusky, TM; Toraman, E; Raharimahefa, T; Rasoazanamparany, C				Kusky, Timothy M.; Toraman, Erkan; Raharimahefa, Tsilavo; Rasoazanamparany, Christine			Active tectonics of the Alaotra-Ankay Graben System, Madagascar: Possible extension of Somalian-African diffusive plate boundary?	GONDWANA RESEARCH																Kusky, Timothy/E-6016-2010; Raharimahefa, Tsilavo/D-2959-2012	Kusky, Timothy/0000-0002-4553-620X												1342-937X					SEP	2010	18	2-3					274	294		10.1016/j.gr.2010.02.003								WOS:000280672000002						
J	Klemas, V				Klemas, Victor			Tracking Oil Slicks and Predicting their Trajectories Using Remote Sensors and Models: Case Studies of the Sea Princess and Deepwater Horizon Oil Spills	JOURNAL OF COASTAL RESEARCH																													0749-0208					SEP	2010	26	5					789	797		10.2112/10A-00012.1								WOS:000282358200001						
J	Kumar, A; Narayana, AC; Jayappa, KS				Kumar, Avinash; Narayana, A. C.; Jayappa, K. S.			Shoreline changes and morphology of spits along southern Karnataka, west coast of India: A remote sensing and statistics-based approach	GEOMORPHOLOGY																	Jayappa, K. S./0000-0001-7930-0265												0169-555X					AUG 15	2010	120	3-4					133	152		10.1016/j.geomorph.2010.02.023								WOS:000281095500004						
J	Li, XJ; Damen, MCJ				Li, Xuejie; Damen, Michiel C. J.			Coastline change detection with satellite remote sensing for environmental management of the Pearl River Estuary, China	JOURNAL OF MARINE SYSTEMS																													0924-7963					AUG	2010	82			S	SI		S54	S61		10.1016/j.jmarsys.2010.02.005								WOS:000286126700006						
J	Kuleli, T				Kuleli, Tuncay			Quantitative analysis of shoreline changes at the Mediterranean Coast in Turkey	ENVIRONMENTAL MONITORING AND ASSESSMENT																	Kuleli, Tuncay/0000-0001-5907-5566												0167-6369					AUG	2010	167	1-4			SI		387	397		10.1007/s10661-009-1057-8								WOS:000279683100031	19565343					
J	Kovacs, JM; de Santiago, FF; Bastien, J; Lafrance, P				Kovacs, John M.; de Santiago, Francisco Flores; Bastien, Julie; Lafrance, Patrick			An Assessment of Mangroves in Guinea, West Africa, Using a Field and Remote Sensing Based Approach	WETLANDS																Kovacs, John/B-3641-2008	Kovacs, John/0000-0002-0520-3996; Flores de Santiago, Francisco/0000-0001-8813-0093												0277-5212					AUG	2010	30	4					773	782		10.1007/s13157-010-0065-3								WOS:000281565300013						
J	Kearney, MS; Rogers, AS				Kearney, M. S.; Rogers, A. S.			Forecasting sites of future coastal marsh loss using topographical relationships and logistic regression	WETLANDS ECOLOGY AND MANAGEMENT																													0923-4861					AUG	2010	18	4					449	461		10.1007/s11273-010-9178-y								WOS:000280074900004						
J	Gondwe, BRN; Lerer, S; Stisen, S; Marin, L; Rebolledo-Vieyra, M; Merediz-Alonso, G; Bauer-Gottwein, P				Gondwe, Bibi R. N.; Lerer, Sara; Stisen, Simon; Marin, Luis; Rebolledo-Vieyra, Mario; Merediz-Alonso, Gonzalo; Bauer-Gottwein, Peter			Hydrogeology of the south-eastern Yucatan Peninsula: New insights from water level measurements, geochemistry, geophysics and remote sensing	JOURNAL OF HYDROLOGY																Stisen, Simon/Q-2832-2017; Bauer-Gottwein, Peter/G-8725-2011	Stisen, Simon/0000-0001-6695-8412; Bauer-Gottwein, Peter/0000-0002-9861-4240; Lerer, Sara Maria/0000-0002-7920-1002												0022-1694	1879-2707				JUL 28	2010	389	1-2					1	17		10.1016/j.jhydrol.2010.04.044								WOS:000280452500001						
