PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Kroon, A; Davidson, MA; Aaminkhof, SGJ; Archetti, R; Armaroli, C; Gonzalez, M; Medri, S; Osorio, A; Aagaard, T; Holman, RA; Spanhoff, R				Kroon, A.; Davidson, M. A.; Aaminkhof, S. G. J.; Archetti, R.; Armaroli, C.; Gonzalez, M.; Medri, S.; Osorio, A.; Aagaard, T.; Holman, R. A.; Spanhoff, R.			Application of remote sensing video systems to coastline management problems	COASTAL ENGINEERING																Kroon, Aart/P-9148-2014; Gonzalez Rodriguez, Mauricio/P-7333-2015; Aagaard, Troels/L-8443-2014; Osorio, Andres/N-5728-2016	Kroon, Aart/0000-0002-9419-2327; Gonzalez Rodriguez, Mauricio/0000-0001-9021-451X; Aagaard, Troels/0000-0002-7397-8232; Osorio, Andres F/0000-0003-4891-9115; Armaroli, Clara/0000-0002-5236-0185; archetti, renata/0000-0003-2331-6342												0378-3839	1872-7379				JUN-JUL	2007	54	6-7					493	505		10.1016/j.coastaleng.2007.01.004								WOS:000247812300004						
J	Subrahmanyam, AS; Murty, GPS; Sarma, KVLNS; Rao, KM; Reddy, NPC; Rao, MMM; Subrahmanyam, V; Rani, PS; Anuradha, A; Murthy, KSR				Subrahmanyam, A. S.; Murty, G. P. S.; Sarma, K. V. L. N. S.; Rao, K. Mohana; Reddy, N. P. C.; Rao, M. M. Malleswara; Subrahmanyam, V.; Rani, P. Suneetha; Anuradha, A.; Murthy, K. S. R.			Qualitative assessment of tectonic lineaments over the coastal and innershelf of Kakinada and Kalingapatnam, Central East coast of India	JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA																													0016-7622					JUN	2007	69	6					1328	1334										WOS:000249556700024						
J	Gultepe, I; Tardif, R; Michaelides, SC; Cermak, J; Bott, A; Bendix, J; Muller, MD; Pagowski, M; Hansen, B; Ellrod, G; Jacobs, W; Toth, G; Cober, SG				Gultepe, I.; Tardif, R.; Michaelides, S. C.; Cermak, J.; Bott, A.; Bendix, J.; Mueller, M. D.; Pagowski, M.; Hansen, B.; Ellrod, G.; Jacobs, W.; Toth, G.; Cober, S. G.			Fog research: A review of past achievements and future perspectives	PURE AND APPLIED GEOPHYSICS																Michaelides, Silas/D-5547-2011; Tardif, Robert/D-3842-2013; pagowski, mariusz/H-4498-2013; Cermak, Jan/B-7844-2009; Bott, Andreas/G-1701-2012	Michaelides, Silas/0000-0002-3853-5065; Tardif, Robert/0000-0003-1313-0878; pagowski, mariusz/0000-0002-7703-0529; Cermak, Jan/0000-0002-4240-595X; 												0033-4553					JUN	2007	164	6-7					1121	1159		10.1007/s00024-007-0211-x								WOS:000248384800003						
J	Pengra, BW; Johnston, CA; Loveland, TR				Pengra, Bruce W.; Johnston, Carol A.; Loveland, Thomas R.			Mapping an invasive plant, Phragmites australis, in coastal wetlands using the EO-1 Hyperion hyperspectral sensor	REMOTE SENSING OF ENVIRONMENT																CHEN, YU/F-8600-2011	Johnston, Carol/0000-0002-9663-5048												0034-4257					MAY 15	2007	108	1					74	81		10.1016/j.rse.2006.11.002								WOS:000246086200006						
J	Aoki, S; Fukai, D; Hirawake, T; Ushio, S; Rintoul, SR; Hasumoto, H; Ishimaru, T; Sasaki, H; Kagimoto, T; Sasai, Y; Mitsudera, H				Aoki, Shigeru; Fukai, Daisuke; Hirawake, Toru; Ushio, Shuki; Rintoul, Stephen R.; Hasumoto, Hiroshi; Ishimaru, Takashi; Sasaki, Hideharu; Kagimoto, Takashi; Sasai, Yoshikazu; Mitsudera, Humio			A series of cyclonic eddies in the Antarctic Divergence off Adelie Coast	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																Aoki, Shigeru/D-9105-2012; Mitsudera, Humio/E-3241-2012; 英治, 佐々木/G-2247-2016; Rintoul, Stephen /A-1471-2012	Rintoul, Stephen /0000-0002-7055-9876; Sasaki, Hideharu/0000-0003-0657-7532												0148-0227					MAY 11	2007	112	C5							C05019	10.1029/2006JC003712								WOS:000246497200004						
J	White, K; Walden, J; Gumey, SD				White, Kevin; Walden, John; Gumey, Stephen D.			Spectral properties, iron oxide content and provenance of Namib dune sands	GEOMORPHOLOGY																													0169-555X					MAY 1	2007	86	3-4					219	229		10.1016/j.geomorph.2006.08.014								WOS:000252464100001						
J	Plant, NG; Aarninkhof, SGJ; Turner, IL; Kingston, KS				Plant, Nathaniel G.; Aarninkhof, Stefan G. J.; Turner, Ian L.; Kingston, Kenneth S.			The performance of shoreline detection models applied to video imagery	JOURNAL OF COASTAL RESEARCH																Turner, Ian/H-7122-2014	Turner, Ian/0000-0001-9884-6917; Plant, Nathaniel/0000-0002-5703-5672												0749-0208					MAY	2007	23	3					658	670		10.2112/1551-5036(2007)23[658:TPOSDM]2.0.CO;2								WOS:000246820900012						
J	Tigny, V; Ozer, A; De Falco, G; Baroli, M; Djenidi, S				Tigny, V.; Ozer, A.; De Falco, G.; Baroli, M.; Djenidi, S.			Relationship between the evolution of the shoreline and the Posidonia oceanica meadow limit in a Sardinian coastal zone	JOURNAL OF COASTAL RESEARCH																De Falco, Giovanni/A-2459-2012	De Falco, Giovanni/0000-0002-4087-2933												0749-0208					MAY	2007	23	3					787	793		10.2112/05-0472.1								WOS:000246820900023						
J	Coops, NC; Hilker, T; Wulder, MA; St-Onge, B; Newnham, G; Siggins, A; Trofymow, JA				Coops, Nicholas C.; Hilker, Thomas; Wulder, Michael A.; St-Onge, Benoit; Newnham, Glenn; Siggins, Anders; Trofymow, J. A. Tony			Estimating canopy structure of Douglas-fir forest stands from discrete-return LiDAR	TREES-STRUCTURE AND FUNCTION																Newnham, Glenn/G-8115-2011; Coops, Nicholas/J-1543-2012; Siggins, Anders/B-1294-2012; Wulder, Michael/J-5597-2016	Coops, Nicholas/0000-0002-0151-9037; Wulder, Michael/0000-0002-6942-1896												0931-1890					MAY	2007	21	3					295	310		10.1007/s00468-006-0119-6								WOS:000246206200004						
J	Shutler, JD; Land, PE; Smyth, TJ; Groom, SB				Shutler, J. D.; Land, P. E.; Smyth, T. J.; Groom, S. B.			Extending the MODIS 1 km ocean colour atmospheric correction to the MODIS 500 m bands and 500 m chlorophyll-a estimation towards coastal and estuarine monitoring	REMOTE SENSING OF ENVIRONMENT																Groom, Steve/A-1355-2012; Smyth, Tim/D-2008-2012	Smyth, Tim/0000-0003-0659-1422												0034-4257					APR 30	2007	107	4					521	532		10.1016/j.rse.2006.10.004								WOS:000246036000001						
J	Sassen, K; Zhu, J; Webley, P; Dean, K; Cobb, P				Sassen, Kenneth; Zhu, Jiang; Webley, Peter; Dean, Ken; Cobb, Patrick			Volcanic ash plume identification using polarization lidar: Augustine eruption, Alaska	GEOPHYSICAL RESEARCH LETTERS																													0094-8276	1944-8007				APR 17	2007	34	8							L08803	10.1029/2006GL027237								WOS:000245950900001						
J	Grosse, G; Schirrmeister, L; Siegert, C; Kunitsky, VV; Slagoda, EA; Andreev, AA; Dereviagyn, AY				Grosse, Guido; Schirrmeister, Lutz; Siegert, Christine; Kunitsky, Viktor V.; Slagoda, Elena A.; Andreev, Andrei A.; Dereviagyn, Alexander Y.			Geological and geomorphological evolution of a sedimentary periglacial landscape in Northeast Siberia during the Late Quaternary	GEOMORPHOLOGY																Andreev, Andrei/J-2701-2015; Schirrmeister, Lutz/O-5584-2015; Grosse, Guido/F-5018-2011; Slagoda, Elena/H-9877-2015	Schirrmeister, Lutz/0000-0001-9455-0596; Grosse, Guido/0000-0001-5895-2141; Slagoda, Elena/0000-0001-7674-1081												0169-555X	1872-695X				APR 15	2007	86	1-2					25	51		10.1016/j.geomorph.2006.08.005								WOS:000252353700003						
J	Desa, E; Maurya, PK; Pereira, A; Pascoal, AM; Prabhudesai, RG; Mascarenhas, A; Desa, E; Madhan, R; Matondkar, SGP; Navelkar, G; Prabhudesai, S; Afzulpurkar, S				Desa, Elgar; Maurya, Pramod Kumar; Pereira, Arvind; Pascoal, Antonio M.; Prabhudesai, R. G.; Mascarenhas, Antonio; Desa, Ehrlich; Madhan, R.; Matondkar, S. G. P.; Navelkar, GaJanan; Prabhudesai, Shivanand; Afzulpurkar, Sanjeev			Peer-reviewed technical communication - A small autonomous surface vehicle for ocean color remote sensing	IEEE JOURNAL OF OCEANIC ENGINEERING																PASCOAL, ANTONIO/N-4791-2017	PASCOAL, ANTONIO/0000-0002-0657-6671												0364-9059	1558-1691				APR	2007	32	2					353	364		10.1109/JOE.2007.893688								WOS:000251109700007						
J	Ohde, T; Siegel, H; Reissmann, J; Gerth, M				Ohde, Thomas; Siegel, Herbert; Reissmann, Jan; Gerth, Monika			Identification and investigation of sulphur plumes along the Namibian coast using the MERIS sensor	CONTINENTAL SHELF RESEARCH																Ohde, Thomas/J-4926-2015	Ohde, Thomas/0000-0001-8117-814X												0278-4343					MAR 15	2007	27	6					744	756		10.1016/j.csr.2006.11.016								WOS:000245622700002						
J	Garay, MJ; Diner, DJ				Garay, Michael J.; Diner, David J.			Multi-angle Imaging SpectroRadiometer (MISR) time-lapse imagery of tsunami waves from the 26 December 2004 Sumatra-Andaman earthquake	REMOTE SENSING OF ENVIRONMENT																													0034-4257					MAR 15	2007	107	1-2			SI		256	263		10.1016/j.rse.2006.10.022								WOS:000244829800024						
J	Tamura, H; Nadaoka, K; Paringit, EC				Tamura, H.; Nadaoka, K.; Paringit, E. C.			Hydrodynamic characteristics of a fringing coral reef on the east coast of Ishigaki Island, southwest Japan	CORAL REEFS																Tamura, Hitoshi/E-8750-2014													0722-4028					MAR	2007	26	1					17	34		10.1007/s00338-006-0164-z								WOS:000245268300005						
J	McKillop, RJ; Clague, JJ				McKillop, Robin J.; Clague, John J.			Statistical, remote sensing-based approach for estimating the probability of catastrophic drainage from moraine-dammed lakes in Southwestern British Columbia	GLOBAL AND PLANETARY CHANGE																													0921-8181	1872-6364				MAR	2007	56	1-2					153	171		10.1016/j.gloplacha.2006.07.004								WOS:000245131500012						
J	Sharma, R; Agarwal, N; Basu, S; Agarwal, VK				Sharma, Rashmi; Agarwal, Neeraj; Basu, Sujit; Agarwal, Vijay K.			Impact of satellite-derived forcings on numerical ocean model simulations and study of sea surface salinity variations in the Indian Ocean	JOURNAL OF CLIMATE																													0894-8755	1520-0442				MAR 1	2007	20	5					871	890		10.1175/JCLI4032.1								WOS:000244714000007						
J	Alpers, W; Chen, JP; Lin, II; Lien, CC				Alpers, Werner; Chen, Jen-Ping; Lin, I. -I.; Lien, Chun-Chi			Atmospheric fronts along the east coast of Taiwan studied by ERS synthetic aperture radar images	JOURNAL OF THE ATMOSPHERIC SCIENCES																Lin, I-I/J-4695-2013; Chen, Jen-Ping/F-2947-2010	Lin, I-I/0000-0002-8364-8106; Chen, Jen-Ping/0000-0003-4188-6189; Lien, Chun-Chi/0000-0002-7973-3658												0022-4928					MAR	2007	64	3					922	937		10.1175/JAS3863.1								WOS:000245222400013						
J	Matthews, S; Hacker, JM; Cole, J; Hare, J; Long, CN; Reynolds, RM				Matthews, Stuart; Hacker, Joerg M.; Cole, Jason; Hare, Jeffrey; Long, Charles N.; Reynolds, R. Michael			Modification of the atmospheric boundary layer by a small island: observations from Nauru	MONTHLY WEATHER REVIEW																													0027-0644					MAR	2007	135	3					891	905		10.1175/MWR3319.1								WOS:000245214600011						
J	Din, SU; Al Dousari, A; Al Ghadban, AN				Din, Saif Ud; Al Dousari, Ahmad; Al Ghadban, Abdul Nabi			Sustainable fresh water resources management in northern Kuwait - A remote sensing view from Raudatain basin	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION																													0303-2434					FEB	2007	9	1					21	31		10.1016/j.jag.2006.03.001								WOS:000244133100002						
J	Ari, HA; Yuksel, Y; Cevik, EO; Guler, I; Yalciner, AC; Bayram, B				Ari, H. Anil; Yuksel, Yalcin; Cevik, Esin Ozkan; Guler, Isikhan; Yalciner, Ahmet Cevdet; Bayram, Bulent			Determination and control of longshore sediment transport: A case study	OCEAN ENGINEERING																													0029-8018					FEB	2007	34	2					219	233		10.1016/j.oceaneng.2006.01.009								WOS:000243610100001						
J	Shalaby, A; Tateishi, R				Shalaby, Adel; Tateishi, Ryutaro			Remote sensing and GIS for mapping and monitoring land cover and land-use changes in the Northwestern coastal zone of Egypt	APPLIED GEOGRAPHY																													0143-6228					JAN	2007	27	1					28	41		10.1016/j.apgeog.2006.09.004								WOS:000246139100003						
J	Al Habshi, A; Youssef, T; Aizpuru, M; Blasco, F				Al Habshi, A.; Youssef, T.; Aizpuru, M.; Blasco, F.			New mangrove ecosystem data along the UAE coast using remote sensing	AQUATIC ECOSYSTEM HEALTH & MANAGEMENT					1st International Conference on the State of the Gulf Ecosystems	MAR 05-07, 2006	Al Ain, U ARAB EMIRATES																						1463-4988						2007	10	3					309	319		10.1080/14634980701512525								WOS:000249606800009						
J	Fast, JD; de Foy, B; Rosas, FA; Caetano, E; Carmichael, G; Emmons, L; McKenna, D; Mena, M; Skamarock, W; Tie, X; Coulter, RL; Barnard, JC; Wiedinmyer, C; Madronich, S				Fast, J. D.; de Foy, B.; Rosas, F. Acevedo; Caetano, E.; Carmichael, G.; Emmons, L.; McKenna, D.; Mena, M.; Skamarock, W.; Tie, X.; Coulter, R. L.; Barnard, J. C.; Wiedinmyer, C.; Madronich, S.			A meteorological overview of the MILAGRO field campaigns	ATMOSPHERIC CHEMISTRY AND PHYSICS																McKenna, Daniel/E-7806-2014; Madronich, Sasha/D-3284-2015; Mena-Carrasco, Marcelo/L-9730-2016; Mena-Carrasco, Marcelo/B-8483-2012; de Foy, Benjamin/A-9902-2010; Emmons, Louisa/R-8922-2016	McKenna, Daniel/0000-0002-4360-4782; Madronich, Sasha/0000-0003-0983-1313; de Foy, Benjamin/0000-0003-4150-9922; Emmons, Louisa/0000-0003-2325-6212												1680-7316	1680-7324					2007	7	9					2233	2257		10.5194/acp-7-2233-2007								WOS:000246456100007						
J	Guo, W; Li, SH; Mao, L; Yin, Y; Zhu, DK				Guo Wei; Li Shu-heng; Mao Liang; Yin Yong; Zhu Da-kui			A model for environmental impact assessment of land reclamation	CHINA OCEAN ENGINEERING																													0890-5487						2007	21	2					343	354										WOS:000247856500014						
J	Moore, TS; Matear, RJ; Marra, J; Clementson, L				Moore, Thomas S., II; Matear, Richard J.; Marra, John; Clementson, Lesley			Phytoplankton variability off the Western Australian Coast: Mesoscale eddies and their role in cross-shelf exchange	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY																Clementson, Lesley/M-6905-2013; matear, richard/C-5133-2011													0967-0645						2007	54	8-10					943	960		10.1016/j.dsr2.2007.02.006								WOS:000249806100009						
J	Thu, PM; Populus, J				Thu, Phan Minh; Populus, Jacques			Status and changes of mangrove forest in Mekong Delta: Case study in Tra Vinh, Vietnam	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714	1096-0015				JAN	2007	71	1-2					98	109		10.1016/j.ecss.2006.08.007								WOS:000243506100011						
J	Sonmez, NK; Sari, M				Sonmez, Namik Kemal; Sari, Musiafa			Monitoring land use change in the West Mediterranean region of Turkey: A case study on Antalya-Turkey coast	FRESENIUS ENVIRONMENTAL BULLETIN																Sonmez, Namik Kemal/C-1394-2016													1018-4619						2007	16	11A					1325	1330										WOS:000252003400002						
J	Guo, QH; Kelly, M; Gong, P; Liu, DS				Guo, Qinghua; Kelly, Maggi; Gong, Peng; Liu, Desheng			An object-based classification approach in mapping tree mortality using high spatial resolution imagery	GISCIENCE & REMOTE SENSING																Liu, Desheng/A-9356-2011	Kelly, Nina Maggi/0000-0002-0198-2822												1548-1603						2007	44	1					24	47		10.2747/1548-1603.44.1.24								WOS:000244371100002						
J	Prusty, G; Dash, S; Singh, MP				Prusty, G.; Dash, S.; Singh, M. P.			Spatio-temporal analysis of multi-date IRS imageries for turtle habitat dynamics characterization at Gahirmatha coast, India	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161						2007	28	5					871	883		10.1080/01431160701269838								WOS:000245076500003						
J	Olwig, MF; Sorensen, MK; Rasmussen, MS; Danielsen, F; Selvam, V; Hansen, LB; Nyborg, L; Vestergaard, KB; Parish, F; Karunagaran, VM				Olwig, M. F.; Sorensen, M. K.; Rasmussen, M. S.; Danielsen, F.; Selvam, V.; Hansen, L. B.; Nyborg, L.; Vestergaard, K. B.; Parish, F.; Karunagaran, V. M.			Using remote sensing to assess the protective role of coastal woody vegetation against tsunami waves	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161						2007	28	13-14					3153	3169		10.1080/01431160701420597								WOS:000247469000020						
J	Wu, W				Wu, W.			Coastline evolution monitoring and estimation - a case study in the region of Nouakchott, Mauritania	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161						2007	28	24					5461	5484		10.1080/01431160701227612								WOS:000251751600003						
J	Kumar, PKD; Gopinath, G; Seralathan, P				Kumar, P. K. Dinesh; Gopinath, G.; Seralathan, P.			Application of remote sensing and GIS for the demarcation of groundwater potential zones of a river basin in Kerala, southwest coast of India	INTERNATIONAL JOURNAL OF REMOTE SENSING																Gopinath, Dr. Girish/E-8011-2011	Gopinath, Dr. Girish/0000-0002-0404-6538												0143-1161						2007	28	24					5583	5601		10.1080/01431160601086050								WOS:000251751600010						
J	Saleh, MA				Saleh, Mahmoud A.			Assessment of mangrove vegetation on Abu Minqar Island of the Red Sea	JOURNAL OF ARID ENVIRONMENTS																													0140-1963					JAN	2007	68	2					331	336		10.1016/j.jaridenv.2006.05.016								WOS:000242434400013						
J	Everitt, JH; Yang, C; Summy, KR; Judd, FW; Davis, MR				Everitt, J. H.; Yang, C.; Summy, K. R.; Judd, F. W.; Davis, M. R.			Evaluation of color-infrared photography and digital imagery to map black mangrove on the texas gulf coast	JOURNAL OF COASTAL RESEARCH																													0749-0208					JAN	2007	23	1					230	235		10.2112/05-0480.1								WOS:000244333000016						
J	Nogueira, RXS; Dominguez, JML				Nogueira, R. X. S.; Dominguez, J. M. L.			Change detection at Conde municipality coastal zone, State of Bahia, Brazil - using medium resolution satellite data	JOURNAL OF COASTAL RESEARCH																Dominguez, Jose/I-4365-2014	Dominguez, Jose/0000-0003-3100-2749												0749-0208						2007					50		33	37										WOS:000207860300007						
J	Dolique, F; Jeanson, M; Besson, J				Dolique, F.; Jeanson, M.; Besson, J.			A monitoring network for assessing the impact of extreme marine meteorological events on tropical beaches	JOURNAL OF COASTAL RESEARCH																													0749-0208						2007					50		77	81										WOS:000207860300016						
J	Kutser, T; Metsamaa, L; Vahtmae, E; Aps, R				Kutser, T.; Metsamaa, L.; Vahtmaee, E.; Aps, R.			Operative Monitoring of the Extent of Dredging Plumes in Coastal Ecosystems Using MODIS Satellite Imagery	JOURNAL OF COASTAL RESEARCH																Kutser, Tiit/H-1304-2015; Rohtla, Liisa/G-6403-2017	Rohtla, Liisa/0000-0001-7301-0232; Kutser, Tiit/0000-0001-9679-1422												0749-0208						2007					50		180	184										WOS:000207860300035						
J	Reichert, K; Lund, B				Reichert, K.; Lund, B.			Ground based remote sensing as a tool to measure spatial wave field variations in coastal approaches	JOURNAL OF COASTAL RESEARCH																													0749-0208						2007					50		427	431										WOS:000207860300082						
J	Hanamgond, PT; Mitra, D				Hanamgond, P. T.; Mitra, D.			Dynamics of the Karwar Coast, India, with special reference to study of Tectonics and Coastal Evolution using Remote Sensing Data	JOURNAL OF COASTAL RESEARCH																													0749-0208						2007					50		842	847										WOS:000207860300157						
J	D'Iorio, M; Jupiter, SD; Cochran, SA; Potts, DC				D'Iorio, Mimi; Jupiter, Stacy D.; Cochran, Susan A.; Potts, Donald C.			Optimizing remote sensing and GIS tools for mapping and managing the distribution of an invasive mangrove (Rhizophora mangle) on South Molokai, Hawaii	MARINE GEODESY																Wright, Dawn/A-4518-2011	Wright, Dawn/0000-0002-2997-7611; Cochran, Susan/0000-0002-2442-8787; Jupiter, Stacy/0000-0001-9742-1677												0149-0419						2007	30	1-2					125	144		10.1080/01490410701296663								WOS:000251571400008						
J	Teodoro, AC; Veloso-Gomes, F				Teodoro, Ana Claudia; Veloso-Gomes, Fernando			Quantification of the total suspended matter concentration around the sea breaking zone from in situ measurements and TERRA/ASTER data	MARINE GEORESOURCES & GEOTECHNOLOGY																Teodoro, Ana/B-5840-2011	Teodoro, Ana/0000-0002-8043-6431; Veloso Gomes, Fernando/0000-0002-0258-0171												1064-119X						2007	25	2					67	80		10.1080/10641190701334164								WOS:000247164100001						
J	Balyuk, TV; Kutuzov, AV; Nazarenko, OG				Balyuk, T. V.; Kutuzov, A. V.; Nazarenko, O. G.			Ecotone system of the southeastern coast of the Tsimlyansk Reservoir	WATER RESOURCES																Kutuzov, Alexey/G-9975-2011	Kutuzov, Alexey/0000-0003-2296-7549												0097-8078					JAN-FEB	2007	34	1					95	102		10.1134/S0097807807010101								WOS:000254443100010						
J	Yamano, H; Shimazaki, H; Matsunaga, T; Ishoda, A; McClennen, C; Yokoki, H; Fujita, K; Osawa, Y; Kayanne, H				Yamano, Hiroya; Shimazaki, Hiroto; Matsunaga, Tsuneo; Ishoda, Albon; McClennen, Caleb; Yokoki, Hiromune; Fujita, Kazuhiko; Osawa, Yoko; Kayanne, Hajime			Evaluation of various satellite sensors for waterline extraction in a coral reef environment: Majuro Atoll, Marshall Islands	GEOMORPHOLOGY																Kayanne, Hajime/F-3025-2012	Kayanne, Hajime/0000-0002-6382-095X; Kazuhiko, Fujita/0000-0002-9833-007X												0169-555X	1872-695X				DEC 15	2006	82	3-4					398	411		10.1016/j.geomorph.2006.06.003								WOS:000243163200015						
J	Bourras, D				Bourras, Denis			Comparison of five satellite-derived latent heat flux products to moored buoy data	JOURNAL OF CLIMATE																													0894-8755					DEC 15	2006	19	24					6291	6313		10.1175/JCLI3977.1								WOS:000243005500003						
J	Consiglio, T; Schatz, GE; McPherson, G; Lowry, PP; Rabenantoandro, J; Rogers, ZS; Rabevohitra, R; Rabehevitra, D				Consiglio, Trisha; Schatz, George E.; McPherson, Gordon; Lowry, Porter P., II; Rabenantoandro, Johny; Rogers, Zachary S.; Rabevohitra, Raymond; Rabehevitra, David			Deforestation and plant diversity of Madagascar's littoral forests	CONSERVATION BIOLOGY																													0888-8892					DEC	2006	20	6					1799	1803		10.1111/j.1523-1739.2006.00562.x								WOS:000242724500030	17181815					
J	Wynne, TT; Stumpf, RP; Richardson, AG				Wynne, Timothy T.; Stumpf, Richard P.; Richardson, Alec G.			Discerning resuspended chlorophyll concentrations from ocean color satellite imagery	CONTINENTAL SHELF RESEARCH																													0278-4343					DEC	2006	26	20					2583	2597		10.1016/j.csr.2006.08.003								WOS:000242766600005						
J	Hapke, CJ; Green, KR				Hapke, Cheryl J.; Green, Krystal R.			Coastal landslide material loss rates associated with severe climatic events	GEOLOGY																													0091-7613					DEC	2006	34	12					1077	1080		10.1130/G22900A.1								WOS:000242630000022						
J	Robbins, IC; Kirkpatrick, GJ; Blackwell, SM; Hillier, J; Knight, CA; Moline, MA				Robbins, I. C.; Kirkpatrick, G. J.; Blackwell, S. M.; Hillier, J.; Knight, C. A.; Moline, M. A.			Improved monitoring of HABs using autonomous underwater vehicles (AUV)	HARMFUL ALGAE																													1568-9883					DEC	2006	5	6					749	761		10.1016/j.hal.2006.03.005								WOS:000242301400013						
J	Vital, H; Amaro, VE; da Silveira, IM				Vital, H.; Amaro, V. E.; da Silveira, I. M.			Coastal erosion on the Rio Grande do Norte state (Northeastern Brazil): Causes and factors versus effects and associated processes	JOURNAL OF COASTAL RESEARCH																													0749-0208					WIN	2006					39		1306	1309										WOS:000202961500014						
J	Gardel, A; Gratiot, N				Gardel, A.; Gratiot, N.			Monitoring of coastal dynamics in French Guiana from 16 years of SPOT satellite images	JOURNAL OF COASTAL RESEARCH																gratiot, nicolas/G-8071-2016													0749-0208					WIN	2006					39		1502	1505										WOS:000202961500054						
J	Souto, MVS; Castro, AF; Grigio, AM; Amaro, VE; Vital, H				Souto, M. V. S.; Castro, A. F.; Grigio, A. M.; Amaro, V. E.; Vital, H.			Multitemporal analysis of geoenvironmental elements of the coastal dynamics of the region of the Ponta do Tubarao, City of Macau/RN, on the basis of remote sensing products and integration in GIS	JOURNAL OF COASTAL RESEARCH																Purcell, Maureen/F-2108-2011													0749-0208					WIN	2006					39		1618	1621										WOS:000202961500080						
J	Pandian, PK; Ramanamurthy, MV; Ramachandran, S				Pandian, P. Kasinatha; Ramanamurthy, M. V.; Ramachandran, S.			Morphodynamics of the tidal inlets of Ennore Creek and Pulicat Lake, north Chennai coast, southeast India	JOURNAL OF COASTAL RESEARCH																													0749-0208					WIN	2006					39		1906	1909										WOS:000202961500142						
J	Menesguen, A; Gohin, F				Menesguen, Alain; Gohin, Francis			Observation and modelling of natural retention structures in the English Channel	JOURNAL OF MARINE SYSTEMS																Ross, Donald/F-7607-2012	Ross, Donald/0000-0002-8659-3833												0924-7963					DEC	2006	63	3-4					244	256		10.1016/j.jmarsys.2006.05.004								WOS:000243179700012						
J	Surendran, A; Selvavinayagam, K; Ramachandran, S; Manoharan, N				Surendran, A.; Selvavinayagam, K.; Ramachandran, S.; Manoharan, N.			Validations of Suspended Sediment Concentration (SSC) derived using Ocean Colour Monitor (OCM) data off, Chennai Coast, India	PHOTONIRVACHAK-JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING																	Amerendran, Surendran/0000-0003-0316-3879												0255-660X					DEC	2006	34	4					405	413										WOS:000245378200008						
J	Lynch, K; Jackson, DWT; Cooper, JAG				Lynch, Kevin; Jackson, Derek W. T.; Cooper, J. Andrew G.			A remote-sensing technique for the identification of aeolian fetch distance	SEDIMENTOLOGY																	Cooper, Andrew/0000-0003-4972-8812; Jackson, Derek/0000-0003-1778-2187												0037-0746					DEC	2006	53	6					1381	1390		10.1111/j.1365-3091.2006.00808.x								WOS:000243000600009						
J	Burgard, DA; Bishop, GA; Stedman, DH				Burgard, Daniel A.; Bishop, Gary A.; Stedman, Donald H.			Remote sensing of ammonia and sulfur dioxide from on-road light duty vehicles	ENVIRONMENTAL SCIENCE & TECHNOLOGY																Bishop, Gary/E-6994-2015	Bishop, Gary/0000-0003-0136-997X; Burgard, Daniel/0000-0003-2727-9307												0013-936X					NOV 15	2006	40	22					7018	7022		10.1021/es061161r								WOS:000241941700026	17154010					
J	Cattani, E; Costa, MJ; Torricella, F; Levizzani, V; Silva, AM				Cattani, E.; Costa, M. J.; Torricella, F.; Levizzani, V.; Silva, A. M.			Influence of aerosol particles from biomass burning on cloud microphysical properties and radiative forcing	ATMOSPHERIC RESEARCH					14th International Conference on Clouds and Precipitation	JUL 19-23, 2004	Inst Atmospher Sci & Climate, Bologna, ITALY	Int Assoc Meterol & Atkmospher Sci, Int Commiss Clouds & Precipitat, Int Union Geodesy & Geophy	Inst Atmospher Sci & Climate							Costa, Maria Joao /M-4119-2013; Levizzani, Vincenzo/A-9070-2013; Cattani, Elsa/B-4198-2018	Costa, Maria Joao /0000-0003-2981-2232; Levizzani, Vincenzo/0000-0002-7620-5235; Cattani, Elsa/0000-0002-2352-7767; Silva, Ana Maria/0000-0003-2002-4774												0169-8095	1873-2895				NOV	2006	82	1-2			SI		310	327		10.1016/j.atmosres.2005.10.010								WOS:000241887800023						
